order_item_id,order_id,product_id,quantity,unit_price,discount_amount,unit_cost
82,39,736,3,64.0,0.0,22.44
83,40,729,3,50.0,0.0,19.88
84,40,523,2,117.0,0.0,45.6
85,41,954,1,174.0,0.0,84.16
86,41,211,2,60.0,0.0,29.67
87,41,56,1,107.0,10.7,54.73
88,42,484,1,137.0,0.0,47.83
89,42,158,2,104.0,0.0,46.37
90,43,239,1,59.0,0.0,21.25
91,43,119,3,124.0,0.0,44.77
92,44,233,1,76.0,0.0,36.61
93,44,882,2,103.0,0.0,53.39
94,45,282,2,67.0,13.4,33.68
95,46,569,1,123.0,0.0,53.59
96,46,154,1,113.0,0.0,46.64
97,47,442,1,133.0,6.65,45.79
98,48,442,1,133.0,13.3,45.79
99,48,134,2,128.0,0.0,58.86
100,49,2,1,121.0,0.0,58.26
101,49,879,1,105.0,0.0,44.55
102,49,240,1,59.0,0.0,27.47
103,49,473,3,120.0,0.0,54.32
104,50,816,1,46.0,0.0,16.08
105,50,944,1,71.0,0.0,29.97
106,51,26,2,115.0,11.5,55.33
107,51,271,1,61.0,0.0,25.09
108,52,399,2,122.0,36.6,55.67
109,53,873,1,99.0,0.0,45.62
110,53,186,1,73.0,0.0,29.27
111,53,78,1,124.0,0.0,44.6
112,54,774,1,54.0,0.0,21.33
113,54,654,1,50.0,0.0,24.97
114,55,863,1,94.0,0.0,41.53
115,56,85,1,112.0,0.0,41.03
116,57,877,1,117.0,0.0,58.12
117,58,51,2,115.0,0.0,41.35
118,58,519,2,116.0,0.0,43.52
119,58,115,1,99.0,0.0,44.64
120,59,736,2,64.0,19.2,22.44
121,60,206,3,69.0,0.0,34.94
122,60,949,2,164.0,0.0,72.38
123,60,338,1,124.0,0.0,49.8
124,61,64,2,109.0,0.0,54.22
125,62,724,2,57.0,17.1,23.65
126,63,827,1,42.0,0.0,16.85
127,63,1022,2,180.0,0.0,71.95
128,63,244,1,64.0,0.0,26.73
129,64,892,3,94.0,0.0,35.12
130,64,517,1,138.0,0.0,61.98
131,65,914,2,78.0,31.2,34.9
132,65,329,1,127.0,0.0,53.72
133,65,454,1,136.0,0.0,66.74
134,65,192,2,58.0,0.0,21.72
135,66,573,3,114.0,0.0,57.68
136,67,328,1,114.0,0.0,57.68
137,68,160,1,104.0,0.0,46.08
138,69,247,1,62.0,0.0,24.77
139,70,467,2,116.0,0.0,58.87
140,70,1014,2,158.0,0.0,79.35
141,71,624,1,51.0,0.0,19.2
142,72,414,1,130.0,0.0,55.87
143,73,465,2,113.0,45.2,45.77
144,74,727,2,55.0,0.0,25.19
145,75,190,2,75.0,0.0,26.92
146,75,340,1,125.0,18.75,57.25
147,75,437,2,113.0,0.0,40.48
148,75,946,1,73.0,0.0,37.95
149,76,193,1,70.0,0.0,29.45
150,76,512,2,131.0,13.1,56.2
151,77,688,1,50.0,0.0,21.8
152,77,108,2,121.0,12.1,47.42
153,78,341,1,98.0,0.0,39.08
154,78,663,1,50.0,0.0,25.48
155,78,568,2,121.0,12.1,56.6
156,79,526,1,123.0,0.0,60.31
157,79,850,1,111.0,0.0,43.16
158,80,136,2,105.0,0.0,38.4
159,80,73,2,107.0,0.0,41.9
160,80,59,2,128.0,38.4,64.06
161,80,364,1,122.0,0.0,47.42
162,81,692,1,55.0,0.0,20.61
163,81,67,3,103.0,15.45,37.46
164,81,755,2,55.0,5.5,21.55
165,81,429,3,125.0,56.25,55.16
166,82,522,1,113.0,0.0,52.2
167,82,1067,2,194.0,0.0,83.13
168,83,29,1,112.0,0.0,41.33
169,84,222,1,59.0,0.0,22.21
170,85,199,1,68.0,0.0,28.51
171,85,210,2,66.0,0.0,23.02
172,85,318,2,122.0,48.8,51.69
173,86,649,2,51.0,0.0,18.15
174,86,710,2,59.0,5.9,28.81
175,87,956,1,159.0,0.0,80.2
176,87,136,3,105.0,0.0,38.4
177,88,894,1,113.0,0.0,40.06
178,89,198,2,71.0,14.2,35.22
179,90,811,3,52.0,7.8,26.66
180,90,90,2,113.0,33.9,46.43
181,90,368,2,98.0,0.0,50.95
182,91,93,1,105.0,0.0,46.5
183,91,143,2,101.0,0.0,43.51
184,91,915,3,70.0,0.0,27.43
185,92,878,3,108.0,0.0,44.26
186,92,780,1,49.0,0.0,21.88
187,92,646,1,66.0,13.2,26.93
188,93,31,2,109.0,0.0,42.98
189,93,843,1,108.0,0.0,39.14
190,93,611,2,64.0,19.2,24.86
191,93,177,2,103.0,0.0,50.53
192,94,517,1,138.0,0.0,61.98
193,95,162,1,107.0,0.0,51.55
194,96,93,1,105.0,21.0,46.5
195,97,91,1,128.0,0.0,63.68
196,98,655,1,50.0,0.0,18.37
197,98,334,1,119.0,0.0,54.6
198,98,777,2,65.0,0.0,24.88
199,98,401,2,132.0,0.0,46.29
200,99,204,1,76.0,0.0,39.22
201,100,128,3,101.0,0.0,45.03
202,100,127,2,101.0,0.0,49.8
203,100,44,1,116.0,0.0,46.68
204,101,788,2,58.0,23.2,20.42
205,102,385,2,124.0,24.8,44.81
206,103,8,2,122.0,12.2,45.75
207,103,289,1,65.0,0.0,26.71
208,103,542,3,134.0,0.0,64.44
209,103,211,2,60.0,12.0,29.67
210,104,213,1,73.0,0.0,36.59
211,104,542,1,134.0,0.0,64.44
212,104,438,1,117.0,0.0,51.67
213,105,688,2,50.0,0.0,21.8
214,105,399,3,122.0,0.0,55.67
215,105,242,1,58.0,0.0,20.89
216,106,640,2,60.0,0.0,22.06
217,106,1015,2,204.0,61.2,95.85
218,106,867,1,110.0,0.0,46.65
219,106,1047,1,189.0,0.0,67.66
220,107,546,2,113.0,0.0,54.3
221,108,88,1,112.0,11.2,38.51
222,108,444,1,125.0,0.0,50.98
223,108,674,2,68.0,0.0,29.3
224,108,315,1,137.0,0.0,50.61
225,109,42,1,108.0,0.0,39.53
226,109,888,2,96.0,9.6,40.59
227,110,912,2,68.0,6.8,33.81
228,110,78,1,124.0,6.2,44.6
229,110,820,2,44.0,0.0,16.76
230,111,2,2,121.0,24.2,58.26
231,112,404,3,102.0,0.0,37.91
232,112,209,1,71.0,0.0,35.2
233,112,890,1,90.0,0.0,44.28
234,113,699,1,62.0,0.0,24.52
235,114,914,1,78.0,0.0,34.9
236,114,274,2,77.0,0.0,37.21
237,115,968,3,160.0,72.0,71.98
238,116,772,1,62.0,0.0,24.02
239,117,590,3,125.0,0.0,47.5
240,118,176,1,104.0,0.0,45.19
241,119,782,1,48.0,0.0,21.47
242,120,78,2,124.0,0.0,44.6
243,120,720,1,55.0,0.0,23.08
244,120,178,3,115.0,0.0,56.47
245,120,722,1,49.0,0.0,17.67
246,121,271,2,61.0,6.1,25.09
247,122,809,2,47.0,0.0,22.88
248,122,877,2,117.0,11.7,58.12
249,123,302,1,132.0,0.0,58.76
250,124,257,1,65.0,0.0,31.61
251,125,194,3,60.0,0.0,20.48
252,125,254,2,71.0,0.0,26.22
253,125,217,2,76.0,7.6,27.0
254,126,3,1,111.0,11.1,45.15
255,127,402,2,117.0,0.0,43.9
256,127,659,2,55.0,11.0,25.15
257,128,735,2,68.0,0.0,29.51
258,129,346,2,126.0,0.0,64.45
259,130,616,2,52.0,0.0,24.79
260,130,941,3,78.0,23.4,35.63
261,131,387,1,100.0,0.0,51.83
262,131,671,1,52.0,7.8,26.53
263,131,1058,2,166.0,33.2,62.08
264,132,864,1,111.0,5.55,54.54
265,132,192,1,58.0,0.0,21.72
266,132,485,1,108.0,5.4,54.15
267,132,642,1,57.0,0.0,24.61
268,133,16,3,119.0,53.55,43.45
269,134,115,3,99.0,0.0,44.64
270,135,67,1,103.0,0.0,37.46
271,136,739,2,63.0,0.0,27.18
272,137,1043,3,197.0,0.0,76.93
273,137,851,1,94.0,0.0,46.53
274,138,687,1,62.0,0.0,24.89
275,138,831,1,54.0,0.0,21.13
276,138,456,2,119.0,0.0,60.08
277,139,65,3,106.0,0.0,50.87
278,140,348,1,138.0,20.7,56.85
279,140,20,2,118.0,0.0,50.13
280,140,482,1,112.0,0.0,47.72
281,141,344,1,103.0,15.45,40.28
282,142,958,3,168.0,0.0,84.76
283,142,617,3,48.0,0.0,19.05
284,143,682,1,49.0,4.9,18.55
285,143,845,1,117.0,0.0,59.8
286,143,714,1,54.0,0.0,27.4
287,143,207,1,63.0,0.0,25.65
288,144,860,2,114.0,0.0,44.73
289,144,338,1,124.0,0.0,49.8
290,145,263,1,59.0,0.0,25.45
291,145,1004,1,224.0,11.2,84.04
292,146,396,1,104.0,0.0,40.43
293,147,708,3,49.0,0.0,18.93
294,147,112,2,120.0,0.0,61.51
295,147,758,2,49.0,0.0,18.98
296,148,870,1,112.0,0.0,53.11
297,148,442,1,133.0,0.0,45.79
298,148,363,2,109.0,0.0,38.43
299,148,606,1,60.0,3.0,31.13
300,149,41,1,110.0,0.0,38.22
301,149,609,1,65.0,0.0,25.65
302,150,546,3,113.0,0.0,54.3
303,150,713,2,59.0,23.6,28.75
304,150,463,1,120.0,0.0,60.22
305,150,11,1,109.0,0.0,46.27
306,151,773,1,55.0,11.0,23.86
307,151,297,2,60.0,0.0,28.66
308,152,890,2,90.0,0.0,44.28
309,153,172,1,116.0,11.6,41.94
310,153,62,1,98.0,0.0,37.57
311,154,659,2,55.0,5.5,25.15
312,155,115,1,99.0,0.0,44.64
313,156,1007,2,149.0,0.0,58.75
314,156,794,3,45.0,0.0,20.06
315,157,1023,1,217.0,32.55,109.56
316,158,197,2,71.0,0.0,33.35
317,158,701,2,48.0,0.0,21.99
318,158,247,1,62.0,0.0,24.77
319,159,71,1,111.0,0.0,56.27
320,159,714,2,54.0,21.6,27.4
321,160,605,2,54.0,0.0,20.79
322,160,1076,1,173.0,0.0,59.21
323,161,790,3,56.0,0.0,28.11
324,162,345,1,135.0,0.0,50.82
325,162,301,3,104.0,0.0,40.1
326,162,893,2,89.0,0.0,33.87
327,162,300,1,77.0,0.0,33.84
328,163,93,3,105.0,0.0,46.5
329,164,358,1,114.0,5.7,43.25
330,165,148,1,125.0,0.0,58.47
331,166,32,1,109.0,16.35,38.78
332,167,251,1,58.0,0.0,20.87
333,167,832,1,58.0,0.0,22.46
334,167,759,2,52.0,0.0,19.53
335,168,91,1,128.0,12.8,63.68
336,168,373,2,136.0,0.0,54.11
337,169,388,1,138.0,0.0,58.07
338,169,866,2,105.0,0.0,52.62
339,170,736,2,64.0,0.0,22.44
340,170,131,1,107.0,0.0,54.07
341,170,824,3,50.0,0.0,17.15
342,170,1019,1,180.0,9.0,85.02
343,171,1001,1,161.0,0.0,79.38
344,171,705,1,57.0,0.0,23.41
345,171,5,1,105.0,0.0,46.18
346,172,734,1,64.0,0.0,26.12
347,173,326,2,109.0,43.6,38.28
348,173,578,1,124.0,0.0,56.41
349,173,969,1,214.0,0.0,84.68
350,173,195,1,61.0,0.0,27.7
351,174,80,2,121.0,0.0,60.04
352,174,186,3,73.0,0.0,29.27
353,175,607,3,59.0,26.55,26.85
354,176,258,1,74.0,11.1,33.16
355,177,134,3,128.0,76.8,58.86
356,178,705,1,57.0,0.0,23.41
357,178,674,3,68.0,30.6,29.3
358,179,1085,1,212.0,0.0,94.58
359,180,316,1,106.0,0.0,40.87
360,180,928,1,79.0,15.8,31.38
361,180,35,2,120.0,0.0,50.51
362,180,1064,1,155.0,23.25,58.02
363,181,520,2,133.0,39.9,54.86
364,181,505,1,145.0,7.25,57.49
365,181,3,1,111.0,0.0,45.15
366,182,854,1,101.0,15.15,44.53
367,183,535,1,138.0,0.0,49.35
368,183,971,3,165.0,24.75,85.18
369,183,165,2,126.0,0.0,54.26
370,183,647,1,53.0,0.0,23.92
371,184,710,1,59.0,5.9,28.81
372,184,391,1,136.0,6.8,64.23
373,185,723,1,67.0,0.0,26.58
374,186,1099,1,56.0,0.0,19.79
375,186,426,1,122.0,18.3,56.17
376,186,124,2,120.0,0.0,52.74
377,186,205,2,59.0,0.0,20.96
378,187,77,1,120.0,0.0,50.9
379,187,974,3,195.0,0.0,70.19
380,187,145,2,120.0,0.0,44.97
381,187,678,1,56.0,0.0,21.06
382,188,611,2,64.0,0.0,24.86
383,188,17,1,98.0,0.0,47.2
384,188,748,1,54.0,2.7,21.27
385,188,54,1,105.0,5.25,36.41
386,189,352,1,118.0,23.6,53.55
387,190,597,2,130.0,13.0,66.72
388,190,884,1,99.0,0.0,40.97
389,191,799,1,47.0,7.05,22.07
390,191,875,1,89.0,0.0,46.07
391,192,573,1,114.0,22.8,57.68
392,192,98,1,115.0,0.0,52.4
393,193,648,1,53.0,5.3,24.63
394,193,100,1,127.0,0.0,53.76
395,194,78,1,124.0,0.0,44.6
396,195,735,2,68.0,0.0,29.51
397,196,151,3,115.0,0.0,42.1
398,197,247,1,62.0,0.0,24.77
399,197,696,1,48.0,0.0,20.91
400,198,721,1,66.0,0.0,28.17
401,199,858,1,94.0,0.0,45.88
402,200,859,1,110.0,11.0,52.45
403,200,1095,1,19.0,0.0,9.42
404,201,284,1,67.0,0.0,23.06
405,201,697,2,48.0,0.0,22.93
406,201,759,2,52.0,0.0,19.53
407,202,330,1,122.0,6.1,51.86
408,203,174,1,107.0,0.0,49.62
409,203,971,1,165.0,16.5,85.18
410,204,120,1,113.0,0.0,46.93
411,204,39,1,120.0,12.0,50.13
412,205,479,3,125.0,37.5,52.28
413,205,55,1,109.0,16.35,53.34
414,205,743,1,66.0,0.0,30.14
415,206,112,2,120.0,0.0,61.51
416,206,858,2,94.0,0.0,45.88
417,206,903,1,72.0,3.6,27.29
418,207,746,2,64.0,0.0,24.06
419,208,889,1,104.0,0.0,48.59
420,208,700,1,58.0,5.8,30.1
421,209,465,2,113.0,0.0,45.77
422,210,313,3,119.0,0.0,49.77
423,211,458,1,137.0,6.85,54.24
424,211,955,1,218.0,0.0,80.15
425,211,492,1,129.0,0.0,61.16
426,212,824,1,50.0,0.0,17.15
427,212,37,3,104.0,31.2,41.09
428,212,228,3,71.0,0.0,27.97
429,212,875,1,89.0,0.0,46.07
430,213,699,3,62.0,0.0,24.52
431,213,713,1,59.0,0.0,28.75
432,213,354,2,132.0,0.0,68.12
433,214,86,1,107.0,21.4,39.15
434,215,886,2,100.0,0.0,50.07
435,215,500,1,136.0,27.2,63.5
436,216,393,1,117.0,0.0,40.82
437,216,356,1,116.0,0.0,44.46
438,217,1000,2,208.0,0.0,105.13
439,218,23,1,111.0,11.1,42.03
440,219,623,2,51.0,0.0,25.64
441,220,36,1,100.0,5.0,50.25
442,220,355,1,129.0,12.9,61.57
443,220,85,1,112.0,0.0,41.03
444,220,563,1,138.0,6.9,56.77
445,221,944,2,71.0,7.1,29.97
446,222,50,3,123.0,18.45,61.66
447,222,1088,2,176.0,0.0,77.6
448,223,1070,2,173.0,0.0,66.79
449,224,722,1,49.0,0.0,17.67
450,224,575,1,115.0,5.75,40.58
451,224,763,1,59.0,8.85,20.79
452,225,935,1,76.0,3.8,38.72
453,226,38,1,103.0,5.15,50.9
454,226,533,1,148.0,0.0,61.29
455,226,650,1,55.0,0.0,19.41
456,227,302,2,132.0,0.0,58.76
457,228,540,1,124.0,0.0,47.18
458,228,1022,2,180.0,0.0,71.95
459,228,925,1,85.0,0.0,33.81
460,228,725,1,66.0,6.6,25.45
461,229,1066,3,183.0,0.0,73.84
462,229,312,1,119.0,11.9,50.97
463,230,264,1,63.0,9.45,21.61
464,230,63,1,100.0,0.0,36.76
465,230,67,2,103.0,20.6,37.46
466,231,18,1,119.0,0.0,57.18
467,231,856,1,103.0,0.0,51.48
468,232,1076,2,173.0,0.0,59.21
469,233,968,1,160.0,0.0,71.98
470,233,660,1,48.0,0.0,18.47
471,234,745,1,52.0,0.0,18.56
472,235,61,1,125.0,0.0,59.3
473,236,654,1,50.0,0.0,24.97
474,236,905,2,77.0,0.0,37.77
475,237,963,1,223.0,33.45,96.12
476,238,649,3,51.0,0.0,18.15
477,239,734,2,64.0,0.0,26.12
478,239,168,1,124.0,0.0,43.4
479,239,1051,1,157.0,0.0,69.1
480,240,496,2,124.0,49.6,53.98
481,240,534,1,145.0,0.0,55.72
482,241,785,3,56.0,33.6,28.43
483,242,153,2,118.0,0.0,60.1
484,242,587,1,126.0,0.0,56.98
485,242,937,2,79.0,0.0,35.54
486,243,744,1,51.0,0.0,20.45
487,243,258,1,74.0,0.0,33.16
488,243,354,3,132.0,0.0,68.12
489,243,449,3,101.0,0.0,46.19
490,244,639,1,60.0,6.0,27.04
491,245,423,3,104.0,15.6,48.9
492,245,1086,2,179.0,0.0,61.92
493,245,821,1,55.0,0.0,27.73
494,246,382,2,120.0,0.0,46.36
495,247,879,1,105.0,0.0,44.55
496,248,731,1,55.0,0.0,21.22
497,248,764,1,49.0,0.0,23.08
498,248,896,1,108.0,0.0,46.93
499,248,854,1,101.0,10.1,44.53
500,249,928,1,79.0,7.9,31.38
501,249,271,1,61.0,0.0,25.09
502,250,847,2,88.0,8.8,32.2
503,251,964,2,200.0,0.0,93.56
504,251,359,2,133.0,39.9,49.23
505,251,635,2,67.0,20.1,23.0
506,251,567,2,140.0,0.0,53.41
507,252,399,1,122.0,0.0,55.67
508,252,167,1,113.0,5.65,40.78
509,253,71,1,111.0,0.0,56.27
510,253,345,1,135.0,27.0,50.82
511,253,184,1,75.0,0.0,34.26
512,253,431,1,117.0,0.0,39.9
513,254,372,2,111.0,44.4,54.37
514,254,802,2,43.0,0.0,19.2
515,254,1004,2,224.0,0.0,84.04
516,255,689,2,57.0,17.1,19.52
517,255,783,1,53.0,0.0,26.53
518,256,843,1,108.0,21.6,39.14
519,256,285,1,78.0,7.8,36.62
520,256,260,1,58.0,0.0,23.34
521,257,369,1,102.0,0.0,48.04
522,257,613,2,61.0,6.1,25.22
523,258,745,3,52.0,0.0,18.56
524,258,74,1,113.0,0.0,49.71
525,258,137,2,104.0,31.2,52.41
526,259,230,3,63.0,0.0,27.79
527,259,1023,1,217.0,0.0,109.56
528,259,21,2,121.0,0.0,54.96
529,260,693,3,56.0,0.0,22.46
530,260,1090,1,176.0,0.0,78.38
531,260,725,1,66.0,0.0,25.45
532,260,747,3,68.0,30.6,31.79
533,261,245,1,75.0,0.0,29.01
534,261,385,1,124.0,0.0,44.81
535,261,1079,2,189.0,0.0,71.85
536,262,689,2,57.0,0.0,19.52
537,263,52,1,106.0,10.6,48.62
538,263,711,1,62.0,0.0,29.84
539,264,778,1,48.0,9.6,16.73
540,264,1101,1,51.0,0.0,22.08
541,265,705,1,57.0,0.0,23.41
542,266,570,1,113.0,0.0,51.45
543,266,709,1,49.0,0.0,19.76
544,266,144,1,117.0,23.4,57.7
545,266,677,2,52.0,0.0,20.5
546,267,614,3,55.0,0.0,21.97
547,267,509,2,108.0,0.0,56.14
548,268,21,3,121.0,0.0,54.96
549,268,200,1,78.0,11.7,40.14
550,268,822,3,58.0,0.0,29.14
551,268,656,1,48.0,4.8,18.8
552,269,642,1,57.0,8.55,24.61
553,269,647,3,53.0,0.0,23.92
554,270,1014,3,158.0,0.0,79.35
555,270,393,1,117.0,0.0,40.82
556,271,450,1,124.0,0.0,51.74
557,271,183,1,58.0,0.0,22.26
558,272,859,2,110.0,0.0,52.45
559,273,1086,2,179.0,0.0,61.92
560,274,503,3,119.0,0.0,48.19
561,274,899,1,108.0,0.0,53.07
562,274,888,1,96.0,0.0,40.59
563,274,4,1,117.0,17.55,57.11
564,275,821,1,55.0,8.25,27.73
565,275,371,2,106.0,31.8,48.87
566,276,636,2,67.0,0.0,22.93
567,277,76,3,98.0,0.0,43.83
568,278,395,2,108.0,0.0,52.79
569,278,557,1,111.0,0.0,45.98
570,279,773,2,55.0,0.0,23.86
571,280,277,2,65.0,0.0,24.19
572,280,580,1,114.0,0.0,42.24
573,281,988,2,222.0,88.8,85.42
574,281,731,3,55.0,0.0,21.22
575,281,101,2,119.0,0.0,46.17
576,282,451,2,99.0,0.0,43.19
577,283,726,2,49.0,14.7,17.0
578,284,127,1,101.0,0.0,49.8
579,285,315,1,137.0,20.55,50.61
580,286,623,3,51.0,0.0,25.64
581,286,126,2,128.0,0.0,60.06
582,286,651,2,63.0,0.0,24.65
583,286,773,1,55.0,0.0,23.86
584,287,163,1,111.0,0.0,50.25
585,288,101,1,119.0,0.0,46.17
586,288,605,2,54.0,21.6,20.79
587,288,859,2,110.0,0.0,52.45
588,289,275,1,66.0,0.0,23.56
589,290,195,2,61.0,0.0,27.7
590,290,161,1,119.0,0.0,54.34
591,290,390,2,116.0,23.2,44.05
592,291,1028,1,162.0,16.2,83.79
593,292,704,3,68.0,0.0,23.64
594,293,1018,2,185.0,0.0,65.02
595,294,201,1,61.0,0.0,28.8
596,294,302,3,132.0,39.6,58.76
597,295,699,1,62.0,0.0,24.52
598,295,988,1,222.0,33.3,85.42
599,296,658,1,53.0,2.65,18.33
600,296,600,1,130.0,0.0,44.95
601,296,474,1,130.0,0.0,58.66
602,297,39,1,120.0,0.0,50.13
603,298,23,1,111.0,0.0,42.03
604,298,718,1,55.0,0.0,27.98
605,298,778,1,48.0,0.0,16.73
606,298,642,3,57.0,0.0,24.61
607,299,158,2,104.0,0.0,46.37
608,299,13,1,118.0,0.0,49.41
609,300,199,2,68.0,0.0,28.51
610,300,864,1,111.0,0.0,54.54
611,300,62,1,98.0,0.0,37.57
612,301,139,1,116.0,5.8,56.17
613,301,475,1,136.0,0.0,54.76
614,302,120,3,113.0,0.0,46.93
615,302,204,2,76.0,0.0,39.22
616,302,306,1,102.0,15.3,39.54
617,302,840,3,48.0,0.0,23.54
618,303,89,2,104.0,0.0,36.36
619,303,223,1,67.0,0.0,30.43
620,304,1020,2,159.0,31.8,59.32
621,305,644,1,51.0,5.1,19.36
622,306,276,1,71.0,3.55,32.86
623,307,872,2,90.0,0.0,35.22
624,308,189,2,60.0,6.0,24.08
625,308,593,1,130.0,6.5,58.7
626,309,459,2,109.0,0.0,55.98
627,309,730,1,59.0,0.0,23.21
628,309,850,3,111.0,0.0,43.16
629,309,198,1,71.0,0.0,35.22
630,310,334,2,119.0,0.0,54.6
631,310,280,1,71.0,0.0,30.75
632,310,113,1,110.0,22.0,52.9
633,310,383,1,106.0,0.0,50.36
634,311,123,2,127.0,0.0,53.19
635,311,815,2,53.0,0.0,27.09
636,312,773,2,55.0,0.0,23.86
637,313,583,1,134.0,0.0,47.44
638,313,664,1,68.0,0.0,32.47
639,314,483,2,147.0,0.0,65.67
640,315,703,1,58.0,2.9,20.74
641,316,876,1,93.0,4.65,45.34
642,316,225,1,69.0,10.35,26.99
643,316,692,3,55.0,24.75,20.61
644,317,583,1,134.0,20.1,47.44
645,317,370,1,111.0,0.0,46.95
646,318,1081,3,177.0,0.0,71.37
647,318,1055,1,156.0,0.0,61.71
648,318,906,2,77.0,23.1,39.88
649,319,1073,1,223.0,0.0,113.43
650,319,590,3,125.0,0.0,47.5
651,319,993,1,219.0,32.85,89.2
652,319,399,1,122.0,0.0,55.67
653,320,744,2,51.0,0.0,20.45
654,321,703,2,58.0,0.0,20.74
655,322,1068,1,226.0,0.0,107.61
656,322,818,3,49.0,7.35,20.36
657,323,639,3,60.0,0.0,27.04
658,324,144,1,117.0,23.4,57.7
659,324,201,2,61.0,0.0,28.8
660,325,1005,2,205.0,0.0,93.35
661,325,1090,2,176.0,0.0,78.38
662,325,1076,2,173.0,17.3,59.21
663,326,571,3,108.0,0.0,52.5
664,327,859,1,110.0,11.0,52.45
665,327,779,1,68.0,0.0,23.67
666,327,535,1,138.0,20.7,49.35
667,327,97,1,122.0,0.0,62.99
668,328,217,3,76.0,0.0,27.0
669,328,1053,1,226.0,0.0,99.34
670,328,39,2,120.0,0.0,50.13
671,329,1064,2,155.0,0.0,58.02
672,329,551,1,131.0,0.0,53.86
673,330,991,1,160.0,0.0,60.61
674,330,787,3,57.0,0.0,20.48
675,331,684,1,59.0,0.0,22.59
676,332,702,2,62.0,0.0,30.0
677,332,305,3,136.0,0.0,49.19
678,332,689,1,57.0,11.4,19.52
679,333,712,1,60.0,3.0,21.93
680,333,29,1,112.0,0.0,41.33
681,334,316,3,106.0,0.0,40.87
682,334,396,3,104.0,0.0,40.43
683,335,1062,2,191.0,57.3,76.07
684,335,6,2,123.0,0.0,55.81
685,336,178,2,115.0,34.5,56.47
686,336,948,1,71.0,7.1,32.88
687,336,380,1,100.0,0.0,48.82
688,337,697,1,48.0,0.0,22.93
689,338,177,1,103.0,0.0,50.53
690,339,28,1,98.0,0.0,34.91
691,339,1096,1,45.0,0.0,16.94
692,339,185,1,74.0,0.0,25.93
693,339,562,2,127.0,0.0,51.14
694,340,145,1,120.0,0.0,44.97
