product_id,product_name,category,gender,color,size,season,unit_cost,retail_price,launch_date,product_status
83,Sunday Lounge Jogger,Joggers,Women,Navy,M,Winter,43.62,114.0,2024-06-07,active
84,Sunday Lounge Jogger,Joggers,Women,Navy,L,Spring,44.51,124.0,2025-06-06,active
85,Sunday Lounge Jogger,Joggers,Women,Navy,XL,Core,41.03,112.0,2025-01-15,active
86,Sunday Lounge Jogger,Joggers,Women,Heather Grey,XS,Core,39.15,107.0,2024-07-17,active
87,Sunday Lounge Jogger,Joggers,Women,Heather Grey,S,Spring,45.38,116.0,2024-04-15,active
88,Sunday Lounge Jogger,Joggers,Women,Heather Grey,M,Spring,38.51,112.0,2024-03-14,active
89,Sunday Lounge Jogger,Joggers,Women,Heather Grey,L,Fall,36.36,104.0,2024-04-21,active
90,Sunday Lounge Jogger,Joggers,Women,Heather Grey,XL,Summer,46.43,113.0,2025-03-11,active
91,Sunday Lounge Jogger,Joggers,Women,Black,XS,Core,63.68,128.0,2024-11-18,active
92,Sunday Lounge Jogger,Joggers,Women,Black,S,Summer,42.48,114.0,2024-01-28,active
93,Sunday Lounge Jogger,Joggers,Women,Black,M,Fall,46.5,105.0,2024-06-08,active
94,Sunday Lounge Jogger,Joggers,Women,Black,L,Fall,43.17,106.0,2024-02-01,active
95,Sunday Lounge Jogger,Joggers,Women,Black,XL,Spring,61.25,125.0,2024-03-06,active
96,Sunday Lounge Jogger,Joggers,Women,Oat,XS,Core,39.36,110.0,2025-08-14,active
97,Sunday Lounge Jogger,Joggers,Women,Oat,S,Core,62.99,122.0,2025-07-31,active
98,Sunday Lounge Jogger,Joggers,Women,Oat,M,Winter,52.4,115.0,2025-05-13,active
99,Sunday Lounge Jogger,Joggers,Women,Oat,L,Fall,52.38,120.0,2024-03-27,active
100,Sunday Lounge Jogger,Joggers,Women,Oat,XL,Summer,53.76,127.0,2025-07-02,active
101,Sunday Lounge Jogger,Joggers,Unisex,Navy,XS,Spring,46.17,119.0,2025-02-13,active
102,Sunday Lounge Jogger,Joggers,Unisex,Navy,S,Summer,46.07,111.0,2024-11-01,active
103,Sunday Lounge Jogger,Joggers,Unisex,Navy,M,Summer,43.84,108.0,2024-08-23,active
104,Sunday Lounge Jogger,Joggers,Unisex,Navy,L,Summer,51.44,111.0,2024-08-30,active
105,Sunday Lounge Jogger,Joggers,Unisex,Navy,XL,Fall,61.6,122.0,2025-08-30,active
106,Sunday Lounge Jogger,Joggers,Unisex,Heather Grey,XS,Core,52.8,121.0,2024-07-29,active
107,Sunday Lounge Jogger,Joggers,Unisex,Heather Grey,S,Fall,54.78,113.0,2025-02-21,active
108,Sunday Lounge Jogger,Joggers,Unisex,Heather Grey,M,Winter,47.42,121.0,2025-02-09,active
109,Sunday Lounge Jogger,Joggers,Unisex,Heather Grey,L,Core,46.04,99.0,2024-05-09,active
110,Sunday Lounge Jogger,Joggers,Unisex,Heather Grey,XL,Spring,56.77,126.0,2024-03-25,active
111,Sunday Lounge Jogger,Joggers,Unisex,Black,XS,Core,41.56,117.0,2025-04-09,active
112,Sunday Lounge Jogger,Joggers,Unisex,Black,S,Core,61.51,120.0,2024-03-28,active
113,Sunday Lounge Jogger,Joggers,Unisex,Black,M,Winter,52.9,110.0,2025-01-14,active
114,Sunday Lounge Jogger,Joggers,Unisex,Black,L,Fall,48.59,126.0,2025-08-28,active
115,Sunday Lounge Jogger,Joggers,Unisex,Black,XL,Spring,44.64,99.0,2024-03-01,active
116,Sunday Lounge Jogger,Joggers,Unisex,Oat,XS,Fall,45.19,102.0,2024-12-27,active
117,Sunday Lounge Jogger,Joggers,Unisex,Oat,S,Winter,56.82,119.0,2024-11-30,active
118,Sunday Lounge Jogger,Joggers,Unisex,Oat,M,Core,51.06,114.0,2024-11-10,active
119,Sunday Lounge Jogger,Joggers,Unisex,Oat,L,Spring,44.77,124.0,2024-03-17,active
120,Sunday Lounge Jogger,Joggers,Unisex,Oat,XL,Winter,46.93,113.0,2025-02-25,active
121,Strata Training Jogger,Joggers,Men,Charcoal,XS,Fall,47.03,121.0,2025-05-23,active
122,Strata Training Jogger,Joggers,Men,Charcoal,S,Spring,39.42,107.0,2025-09-07,active
123,Strata Training Jogger,Joggers,Men,Charcoal,M,Spring,53.19,127.0,2025-04-16,active
124,Strata Training Jogger,Joggers,Men,Charcoal,L,Summer,52.74,120.0,2025-08-30,active
125,Strata Training Jogger,Joggers,Men,Charcoal,XL,Winter,52.01,122.0,2024-03-30,active
126,Strata Training Jogger,Joggers,Men,Stone,XS,Fall,60.06,128.0,2025-06-25,active
127,Strata Training Jogger,Joggers,Men,Stone,S,Spring,49.8,101.0,2025-07-15,active
128,Strata Training Jogger,Joggers,Men,Stone,M,Fall,45.03,101.0,2024-01-21,active
129,Strata Training Jogger,Joggers,Men,Stone,L,Fall,41.33,98.0,2025-04-07,active
130,Strata Training Jogger,Joggers,Men,Stone,XL,Spring,45.21,107.0,2024-07-20,active
131,Strata Training Jogger,Joggers,Men,Navy,XS,Fall,54.07,107.0,2025-04-17,active
132,Strata Training Jogger,Joggers,Men,Navy,S,Winter,52.47,101.0,2024-01-29,active
133,Strata Training Jogger,Joggers,Men,Navy,M,Winter,52.01,106.0,2024-01-28,active
134,Strata Training Jogger,Joggers,Men,Navy,L,Winter,58.86,128.0,2024-03-28,active
135,Strata Training Jogger,Joggers,Men,Navy,XL,Summer,50.15,100.0,2025-07-06,active
136,Strata Training Jogger,Joggers,Men,Oat,XS,Core,38.4,105.0,2025-06-30,active
137,Strata Training Jogger,Joggers,Men,Oat,S,Core,52.41,104.0,2024-07-03,active
138,Strata Training Jogger,Joggers,Men,Oat,M,Core,33.76,99.0,2024-04-10,active
139,Strata Training Jogger,Joggers,Men,Oat,L,Summer,56.17,116.0,2025-09-08,active
140,Strata Training Jogger,Joggers,Men,Oat,XL,Core,43.44,124.0,2025-03-04,active
141,Strata Training Jogger,Joggers,Women,Charcoal,XS,Core,60.35,126.0,2025-06-25,active
142,Strata Training Jogger,Joggers,Women,Charcoal,S,Spring,42.71,123.0,2024-10-18,active
143,Strata Training Jogger,Joggers,Women,Charcoal,M,Fall,43.51,101.0,2024-12-11,active
144,Strata Training Jogger,Joggers,Women,Charcoal,L,Core,57.7,117.0,2024-10-14,active
145,Strata Training Jogger,Joggers,Women,Charcoal,XL,Spring,44.97,120.0,2024-01-11,active
146,Strata Training Jogger,Joggers,Women,Stone,XS,Fall,61.97,120.0,2025-04-24,active
147,Strata Training Jogger,Joggers,Women,Stone,S,Summer,44.64,99.0,2024-01-03,active
148,Strata Training Jogger,Joggers,Women,Stone,M,Summer,58.47,125.0,2024-09-20,active
149,Strata Training Jogger,Joggers,Women,Stone,L,Fall,37.3,100.0,2024-08-28,active
150,Strata Training Jogger,Joggers,Women,Stone,XL,Core,53.89,112.0,2024-06-11,active
151,Strata Training Jogger,Joggers,Women,Navy,XS,Fall,42.1,115.0,2024-06-07,active
152,Strata Training Jogger,Joggers,Women,Navy,S,Summer,47.51,107.0,2024-12-10,active
153,Strata Training Jogger,Joggers,Women,Navy,M,Fall,60.1,118.0,2024-04-11,active
154,Strata Training Jogger,Joggers,Women,Navy,L,Spring,46.64,113.0,2025-08-07,active
155,Strata Training Jogger,Joggers,Women,Navy,XL,Spring,36.78,101.0,2025-08-29,active
156,Strata Training Jogger,Joggers,Women,Oat,XS,Fall,44.62,107.0,2025-05-17,active
157,Strata Training Jogger,Joggers,Women,Oat,S,Core,48.45,117.0,2024-04-08,active
158,Strata Training Jogger,Joggers,Women,Oat,M,Core,46.37,104.0,2025-01-20,active
159,Strata Training Jogger,Joggers,Women,Oat,L,Spring,41.12,99.0,2024-11-01,active
160,Strata Training Jogger,Joggers,Women,Oat,XL,Fall,46.08,104.0,2024-08-12,active
161,Strata Training Jogger,Joggers,Unisex,Charcoal,XS,Winter,54.34,119.0,2025-01-10,active
162,Strata Training Jogger,Joggers,Unisex,Charcoal,S,Spring,51.55,107.0,2024-08-07,active
163,Strata Training Jogger,Joggers,Unisex,Charcoal,M,Core,50.25,111.0,2024-12-02,active
164,Strata Training Jogger,Joggers,Unisex,Charcoal,L,Spring,53.4,113.0,2024-12-23,active
165,Strata Training Jogger,Joggers,Unisex,Charcoal,XL,Summer,54.26,126.0,2025-04-14,active
166,Strata Training Jogger,Joggers,Unisex,Stone,XS,Summer,48.39,122.0,2024-11-28,active
167,Strata Training Jogger,Joggers,Unisex,Stone,S,Core,40.78,113.0,2024-02-05,active
168,Strata Training Jogger,Joggers,Unisex,Stone,M,Fall,43.4,124.0,2024-02-19,active
169,Strata Training Jogger,Joggers,Unisex,Stone,L,Spring,40.08,108.0,2025-04-12,active
170,Strata Training Jogger,Joggers,Unisex,Stone,XL,Winter,41.46,121.0,2024-10-06,active
171,Strata Training Jogger,Joggers,Unisex,Navy,XS,Summer,50.47,124.0,2025-03-29,active
172,Strata Training Jogger,Joggers,Unisex,Navy,S,Fall,41.94,116.0,2024-11-21,active
173,Strata Training Jogger,Joggers,Unisex,Navy,M,Fall,65.94,127.0,2024-10-14,active
174,Strata Training Jogger,Joggers,Unisex,Navy,L,Winter,49.62,107.0,2024-04-02,active
175,Strata Training Jogger,Joggers,Unisex,Navy,XL,Winter,50.09,110.0,2024-08-01,active
176,Strata Training Jogger,Joggers,Unisex,Oat,XS,Winter,45.19,104.0,2024-10-25,active
177,Strata Training Jogger,Joggers,Unisex,Oat,S,Core,50.53,103.0,2025-08-12,active
178,Strata Training Jogger,Joggers,Unisex,Oat,M,Winter,56.47,115.0,2025-05-28,active
179,Strata Training Jogger,Joggers,Unisex,Oat,L,Summer,42.91,102.0,2025-06-23,active
180,Strata Training Jogger,Joggers,Unisex,Oat,XL,Fall,47.6,100.0,2024-01-27,active
181,Interval Training Short,Shorts,Men,Charcoal,XS,Summer,29.41,77.0,2024-01-29,active
182,Interval Training Short,Shorts,Men,Charcoal,S,Fall,27.62,62.0,2024-11-09,active
183,Interval Training Short,Shorts,Men,Charcoal,M,Core,22.26,58.0,2024-02-23,active
184,Interval Training Short,Shorts,Men,Charcoal,L,Winter,34.26,75.0,2025-02-12,active
185,Interval Training Short,Shorts,Men,Charcoal,XL,Summer,25.93,74.0,2025-05-03,active
186,Interval Training Short,Shorts,Men,Sky,XS,Core,29.27,73.0,2024-12-11,active
187,Interval Training Short,Shorts,Men,Sky,S,Core,30.61,64.0,2024-11-04,active
188,Interval Training Short,Shorts,Men,Sky,M,Fall,32.74,65.0,2024-11-19,active
189,Interval Training Short,Shorts,Men,Sky,L,Fall,24.08,60.0,2025-06-28,active
190,Interval Training Short,Shorts,Men,Sky,XL,Summer,26.92,75.0,2024-12-06,active
191,Interval Training Short,Shorts,Men,White,XS,Spring,35.38,78.0,2025-08-10,active
192,Interval Training Short,Shorts,Men,White,S,Spring,21.72,58.0,2024-08-04,active
193,Interval Training Short,Shorts,Men,White,M,Summer,29.45,70.0,2025-08-16,active
194,Interval Training Short,Shorts,Men,White,L,Summer,20.48,60.0,2025-01-18,active
195,Interval Training Short,Shorts,Men,White,XL,Core,27.7,61.0,2025-03-25,active
196,Interval Training Short,Shorts,Men,Navy,XS,Winter,31.52,74.0,2025-02-01,active
197,Interval Training Short,Shorts,Men,Navy,S,Core,33.35,71.0,2025-08-01,active
198,Interval Training Short,Shorts,Men,Navy,M,Spring,35.22,71.0,2025-05-15,active
199,Interval Training Short,Shorts,Men,Navy,L,Fall,28.51,68.0,2025-04-13,active
200,Interval Training Short,Shorts,Men,Navy,XL,Core,40.14,78.0,2025-02-22,active
201,Interval Training Short,Shorts,Women,Charcoal,XS,Winter,28.8,61.0,2024-07-03,active
202,Interval Training Short,Shorts,Women,Charcoal,S,Spring,25.72,71.0,2024-08-09,active
203,Interval Training Short,Shorts,Women,Charcoal,M,Core,29.11,68.0,2025-05-12,active
204,Interval Training Short,Shorts,Women,Charcoal,L,Fall,39.22,76.0,2024-10-24,active
205,Interval Training Short,Shorts,Women,Charcoal,XL,Fall,20.96,59.0,2025-05-22,active
206,Interval Training Short,Shorts,Women,Sky,XS,Core,34.94,69.0,2025-05-28,active
207,Interval Training Short,Shorts,Women,Sky,S,Spring,25.65,63.0,2024-01-24,active
208,Interval Training Short,Shorts,Women,Sky,M,Winter,30.0,65.0,2024-03-10,active
209,Interval Training Short,Shorts,Women,Sky,L,Winter,35.2,71.0,2025-05-10,active
210,Interval Training Short,Shorts,Women,Sky,XL,Summer,23.02,66.0,2025-05-27,active
211,Interval Training Short,Shorts,Women,White,XS,Spring,29.67,60.0,2025-02-02,active
212,Interval Training Short,Shorts,Women,White,S,Spring,35.57,77.0,2024-11-25,active
213,Interval Training Short,Shorts,Women,White,M,Winter,36.59,73.0,2024-09-13,active
214,Interval Training Short,Shorts,Women,White,L,Summer,31.09,63.0,2024-06-01,active
215,Interval Training Short,Shorts,Women,White,XL,Fall,29.14,74.0,2025-06-30,active
216,Interval Training Short,Shorts,Women,Navy,XS,Core,26.09,67.0,2024-09-11,active
217,Interval Training Short,Shorts,Women,Navy,S,Summer,27.0,76.0,2024-04-30,active
218,Interval Training Short,Shorts,Women,Navy,M,Core,32.52,67.0,2025-04-04,active
219,Interval Training Short,Shorts,Women,Navy,L,Spring,29.35,71.0,2024-07-08,active
220,Interval Training Short,Shorts,Women,Navy,XL,Winter,31.17,60.0,2025-01-02,active
221,Core Run Short,Shorts,Men,Navy,XS,Spring,24.76,68.0,2024-03-06,active
222,Core Run Short,Shorts,Men,Navy,S,Summer,22.21,59.0,2024-12-21,active
223,Core Run Short,Shorts,Men,Navy,M,Fall,30.43,67.0,2025-07-17,active
224,Core Run Short,Shorts,Men,Navy,L,Fall,33.84,66.0,2025-09-07,active
225,Core Run Short,Shorts,Men,Navy,XL,Summer,26.99,69.0,2024-08-09,active
226,Core Run Short,Shorts,Men,Stone,XS,Summer,24.71,62.0,2025-07-24,active
227,Core Run Short,Shorts,Men,Stone,S,Winter,32.68,69.0,2024-05-18,active
228,Core Run Short,Shorts,Men,Stone,M,Summer,27.97,71.0,2025-06-30,active
229,Core Run Short,Shorts,Men,Stone,L,Spring,23.55,64.0,2024-08-10,active
230,Core Run Short,Shorts,Men,Stone,XL,Fall,27.79,63.0,2024-06-09,active
231,Core Run Short,Shorts,Men,Black,XS,Core,31.0,74.0,2025-07-05,active
232,Core Run Short,Shorts,Men,Black,S,Winter,35.99,78.0,2024-06-12,active
233,Core Run Short,Shorts,Men,Black,M,Spring,36.61,76.0,2024-10-27,active
234,Core Run Short,Shorts,Men,Black,L,Summer,24.73,69.0,2024-09-30,active
235,Core Run Short,Shorts,Men,Black,XL,Spring,33.72,78.0,2025-08-21,active
236,Core Run Short,Shorts,Men,Forest,XS,Summer,29.74,58.0,2025-04-18,active
237,Core Run Short,Shorts,Men,Forest,S,Core,22.29,58.0,2025-01-01,active
238,Core Run Short,Shorts,Men,Forest,M,Spring,29.0,67.0,2025-05-20,active
239,Core Run Short,Shorts,Men,Forest,L,Winter,21.25,59.0,2025-02-10,active
240,Core Run Short,Shorts,Men,Forest,XL,Core,27.47,59.0,2024-10-14,active
241,Core Run Short,Shorts,Women,Navy,XS,Spring,26.3,64.0,2024-05-27,active
242,Core Run Short,Shorts,Women,Navy,S,Spring,20.89,58.0,2024-09-22,active
243,Core Run Short,Shorts,Women,Navy,M,Spring,25.03,58.0,2024-06-24,active
244,Core Run Short,Shorts,Women,Navy,L,Fall,26.73,64.0,2024-12-18,active
245,Core Run Short,Shorts,Women,Navy,XL,Fall,29.01,75.0,2024-05-26,active
246,Core Run Short,Shorts,Women,Stone,XS,Summer,26.86,63.0,2025-07-06,active
247,Core Run Short,Shorts,Women,Stone,S,Fall,24.77,62.0,2024-06-06,active
248,Core Run Short,Shorts,Women,Stone,M,Spring,24.95,59.0,2025-07-06,active
249,Core Run Short,Shorts,Women,Stone,L,Spring,21.26,61.0,2024-07-23,active
250,Core Run Short,Shorts,Women,Stone,XL,Core,26.31,77.0,2025-08-20,active
251,Core Run Short,Shorts,Women,Black,XS,Fall,20.87,58.0,2025-03-28,active
252,Core Run Short,Shorts,Women,Black,S,Winter,27.87,63.0,2024-05-27,active
253,Core Run Short,Shorts,Women,Black,M,Fall,25.56,75.0,2024-06-28,active
254,Core Run Short,Shorts,Women,Black,L,Core,26.22,71.0,2025-07-27,active
255,Core Run Short,Shorts,Women,Black,XL,Fall,28.93,75.0,2024-06-08,active
256,Core Run Short,Shorts,Women,Forest,XS,Spring,30.06,67.0,2025-08-05,active
257,Core Run Short,Shorts,Women,Forest,S,Fall,31.61,65.0,2024-04-05,active
258,Core Run Short,Shorts,Women,Forest,M,Fall,33.16,74.0,2024-07-08,active
259,Core Run Short,Shorts,Women,Forest,L,Core,26.21,66.0,2025-06-10,active
260,Core Run Short,Shorts,Women,Forest,XL,Winter,23.34,58.0,2024-09-02,active
261,Sunday Performance Short,Shorts,Men,Plum,XS,Fall,37.52,75.0,2024-07-21,active
262,Sunday Performance Short,Shorts,Men,Plum,S,Winter,22.68,62.0,2024-03-21,active
263,Sunday Performance Short,Shorts,Men,Plum,M,Core,25.45,59.0,2024-04-20,active
264,Sunday Performance Short,Shorts,Men,Plum,L,Core,21.61,63.0,2024-01-03,active
265,Sunday Performance Short,Shorts,Men,Plum,XL,Core,25.4,70.0,2025-01-09,active
266,Sunday Performance Short,Shorts,Men,Stone,XS,Winter,25.75,59.0,2025-07-17,active
267,Sunday Performance Short,Shorts,Men,Stone,S,Fall,21.29,61.0,2024-06-23,active
268,Sunday Performance Short,Shorts,Men,Stone,M,Core,27.57,60.0,2024-07-07,active
269,Sunday Performance Short,Shorts,Men,Stone,L,Summer,27.28,61.0,2024-01-12,active
270,Sunday Performance Short,Shorts,Men,Stone,XL,Winter,28.92,75.0,2025-07-13,active
271,Sunday Performance Short,Shorts,Men,Charcoal,XS,Winter,25.09,61.0,2024-12-20,active
272,Sunday Performance Short,Shorts,Men,Charcoal,S,Winter,30.5,69.0,2025-04-09,active
273,Sunday Performance Short,Shorts,Men,Charcoal,M,Fall,30.33,73.0,2025-09-21,active
274,Sunday Performance Short,Shorts,Men,Charcoal,L,Fall,37.21,77.0,2024-01-08,active
275,Sunday Performance Short,Shorts,Men,Charcoal,XL,Core,23.56,66.0,2024-09-18,active
276,Sunday Performance Short,Shorts,Men,Oat,XS,Spring,32.86,71.0,2024-09-09,active
277,Sunday Performance Short,Shorts,Men,Oat,S,Spring,24.19,65.0,2025-09-07,active
278,Sunday Performance Short,Shorts,Men,Oat,M,Summer,38.83,77.0,2025-07-03,active
279,Sunday Performance Short,Shorts,Men,Oat,L,Core,30.68,65.0,2024-10-27,active
280,Sunday Performance Short,Shorts,Men,Oat,XL,Winter,30.75,71.0,2024-08-30,active
281,Sunday Performance Short,Shorts,Women,Plum,XS,Fall,34.15,71.0,2025-04-12,active
282,Sunday Performance Short,Shorts,Women,Plum,S,Core,33.68,67.0,2024-03-07,active
283,Sunday Performance Short,Shorts,Women,Plum,M,Summer,27.21,76.0,2025-05-25,active
284,Sunday Performance Short,Shorts,Women,Plum,L,Core,23.06,67.0,2025-04-20,active
285,Sunday Performance Short,Shorts,Women,Plum,XL,Core,36.62,78.0,2024-08-29,active
286,Sunday Performance Short,Shorts,Women,Stone,XS,Winter,28.22,71.0,2024-09-09,active
287,Sunday Performance Short,Shorts,Women,Stone,S,Winter,28.54,69.0,2025-01-06,active
288,Sunday Performance Short,Shorts,Women,Stone,M,Spring,29.69,70.0,2025-08-21,active
289,Sunday Performance Short,Shorts,Women,Stone,L,Spring,26.71,65.0,2024-08-29,active
290,Sunday Performance Short,Shorts,Women,Stone,XL,Summer,29.65,64.0,2024-04-14,active
