order_id,customer_id,order_date,channel,region,order_status,total_amount
54,1086,2025-11-23,Wholesale,Northeast,completed,104.0
55,1072,2025-05-10,Retail,Southwest,completed,94.0
56,573,2025-04-18,Retail,Southwest,completed,112.0
57,523,2025-09-20,Retail,Southeast,completed,117.0
58,1020,2025-01-28,Ecommerce,Southeast,completed,561.0
59,829,2025-05-29,Retail,Northeast,completed,108.8
60,1076,2025-04-11,Ecommerce,West,completed,659.0
61,862,2025-02-08,Ecommerce,Northeast,completed,218.0
62,1022,2025-02-15,Wholesale,Southeast,completed,96.9
63,860,2025-06-28,Ecommerce,Southwest,completed,466.0
64,1125,2025-08-01,Ecommerce,Southeast,completed,420.0
65,447,2025-08-21,Wholesale,Southwest,completed,503.8
66,797,2025-08-01,Wholesale,Northeast,completed,342.0
67,565,2025-09-16,Ecommerce,Midwest,completed,114.0
68,571,2025-03-07,Ecommerce,Southeast,completed,104.0
69,714,2025-11-27,Ecommerce,West,completed,62.0
70,941,2025-04-14,Ecommerce,Southwest,completed,548.0
71,1042,2025-06-09,Ecommerce,Midwest,completed,51.0
72,824,2025-11-24,Retail,Northeast,completed,130.0
73,545,2025-08-27,Ecommerce,Northeast,completed,180.8
74,777,2025-11-20,Ecommerce,Midwest,completed,110.0
75,246,2025-08-16,Ecommerce,Southeast,completed,555.25
76,727,2025-10-12,Retail,Midwest,completed,318.9
77,159,2025-10-23,Wholesale,Midwest,completed,279.9
78,43,2025-01-27,Retail,Northeast,completed,377.9
79,29,2025-06-03,Ecommerce,Southwest,completed,234.0
80,1027,2025-01-18,Ecommerce,West,completed,763.6
81,279,2025-04-09,Retail,Southwest,completed,771.8
82,1016,2025-12-25,Wholesale,Southeast,completed,501.0
83,858,2025-04-16,Ecommerce,Southeast,completed,112.0
84,143,2025-05-02,Ecommerce,Southwest,completed,59.0
85,11,2025-07-26,Ecommerce,Northeast,completed,395.2
86,440,2025-04-18,Ecommerce,Southeast,completed,214.1
87,912,2025-12-20,Wholesale,Northeast,completed,474.0
88,839,2025-10-20,Ecommerce,Midwest,completed,113.0
89,1013,2025-04-05,Wholesale,Southwest,completed,127.8
90,295,2025-11-13,Ecommerce,Midwest,completed,536.3
91,643,2025-11-21,Ecommerce,West,completed,517.0
92,476,2025-05-25,Ecommerce,Southwest,completed,425.8
93,842,2025-12-24,Ecommerce,Southwest,completed,640.8
94,731,2025-04-08,Ecommerce,Southeast,completed,138.0
95,715,2025-02-07,Retail,Northeast,completed,107.0
96,867,2025-01-07,Ecommerce,Southeast,completed,84.0
97,1166,2025-12-18,Ecommerce,Midwest,completed,128.0
98,687,2025-12-24,Ecommerce,Southeast,completed,563.0
99,612,2025-03-04,Ecommerce,Midwest,completed,76.0
100,89,2025-02-15,Retail,Southeast,completed,621.0
101,131,2025-07-13,Retail,West,completed,92.8
102,280,2025-05-26,Wholesale,Southeast,completed,223.2
103,770,2025-10-18,Ecommerce,West,completed,806.8
104,835,2025-07-01,Retail,Northeast,completed,324.0
105,366,2025-04-04,Ecommerce,West,completed,524.0
106,285,2025-12-06,Ecommerce,Midwest,completed,765.8
107,1022,2025-05-26,Ecommerce,Southeast,completed,226.0
108,296,2025-12-22,Ecommerce,Northeast,completed,498.8
109,235,2025-09-05,Ecommerce,West,completed,290.4
110,549,2025-04-01,Ecommerce,Southwest,completed,335.0
111,1198,2025-07-23,Retail,Midwest,completed,217.8
112,1097,2025-02-22,Retail,Northeast,completed,467.0
113,1142,2025-10-19,Wholesale,West,completed,62.0
114,989,2025-06-29,Ecommerce,Northeast,completed,232.0
115,840,2025-05-11,Ecommerce,Southeast,completed,408.0
116,565,2025-08-03,Ecommerce,Midwest,completed,62.0
117,786,2025-05-11,Ecommerce,Southeast,completed,375.0
118,435,2025-04-21,Retail,Southwest,completed,104.0
119,564,2025-07-22,Ecommerce,Southeast,completed,48.0
120,814,2025-05-28,Retail,Northeast,completed,697.0
121,686,2025-01-15,Ecommerce,Northeast,completed,115.9
122,512,2025-12-10,Ecommerce,Southeast,completed,316.3
123,356,2025-04-11,Ecommerce,Southeast,completed,132.0
124,971,2025-10-17,Retail,Southeast,completed,65.0
125,196,2025-04-27,Ecommerce,Midwest,completed,466.4
126,1153,2025-12-15,Retail,Southwest,completed,99.9
127,1109,2025-07-27,Ecommerce,Southeast,completed,333.0
128,991,2025-01-03,Retail,Midwest,completed,136.0
129,518,2025-07-07,Retail,Midwest,completed,252.0
130,171,2025-04-26,Wholesale,Southwest,completed,314.6
131,318,2025-07-19,Ecommerce,Southwest,completed,443.0
132,596,2025-08-04,Ecommerce,West,completed,323.05
133,1036,2025-09-22,Ecommerce,Northeast,completed,303.45
134,1133,2025-10-19,Ecommerce,West,completed,297.0
135,737,2025-03-16,Retail,Midwest,completed,103.0
136,746,2025-12-26,Retail,Southwest,completed,126.0
137,791,2025-03-18,Retail,West,completed,685.0
138,546,2025-01-27,Retail,Midwest,completed,354.0
139,286,2025-08-02,Retail,Southwest,completed,318.0
140,1171,2025-04-30,Ecommerce,West,completed,465.3
141,868,2025-02-21,Ecommerce,Midwest,completed,87.55
142,523,2025-05-12,Retail,Southeast,completed,648.0
143,623,2025-09-01,Ecommerce,Southeast,completed,278.1
144,669,2025-02-17,Ecommerce,Midwest,completed,352.0
145,142,2025-10-29,Ecommerce,Southwest,completed,271.8
146,866,2025-11-24,Retail,Midwest,completed,104.0
147,361,2025-11-01,Wholesale,Southwest,completed,485.0
148,89,2025-02-23,Ecommerce,Southeast,completed,520.0
149,233,2025-06-02,Ecommerce,Midwest,completed,175.0
150,1060,2025-03-20,Retail,West,completed,662.4
151,729,2025-09-30,Ecommerce,Northeast,completed,164.0
152,286,2025-03-19,Retail,Southwest,completed,180.0
153,924,2025-08-16,Retail,Southwest,completed,202.4
154,894,2025-02-08,Ecommerce,West,completed,104.5
155,679,2025-06-28,Wholesale,Southwest,completed,99.0
156,266,2025-12-06,Retail,Northeast,completed,433.0
157,1119,2025-12-30,Ecommerce,Southeast,completed,184.45
158,209,2025-11-18,Retail,Southwest,completed,300.0
159,714,2025-05-05,Ecommerce,West,completed,197.4
160,271,2025-07-16,Retail,West,completed,281.0
161,851,2025-09-28,Wholesale,Midwest,completed,168.0
162,211,2025-03-19,Ecommerce,Northeast,completed,702.0
163,646,2025-06-10,Ecommerce,Northeast,completed,315.0
164,485,2025-12-01,Ecommerce,Southeast,completed,108.3
165,1191,2025-05-25,Ecommerce,Southeast,completed,125.0
166,28,2025-12-12,Wholesale,Northeast,completed,92.65
167,1029,2025-09-03,Ecommerce,Southeast,completed,220.0
168,223,2025-06-11,Ecommerce,Midwest,completed,387.2
169,668,2025-02-17,Ecommerce,Northeast,completed,348.0
170,814,2025-11-14,Retail,Northeast,completed,556.0
171,231,2025-09-09,Ecommerce,Northeast,completed,323.0
172,728,2025-12-17,Ecommerce,Midwest,completed,64.0
173,655,2025-06-18,Ecommerce,Midwest,completed,573.4
174,1,2025-11-19,Retail,Southwest,completed,461.0
175,366,2025-07-19,Retail,West,completed,150.45
176,1136,2025-04-18,Ecommerce,Midwest,completed,62.9
177,227,2025-12-09,Retail,Midwest,completed,307.2
178,763,2025-08-26,Wholesale,West,completed,230.4
179,285,2025-08-28,Ecommerce,Midwest,completed,212.0
180,1068,2025-11-06,Ecommerce,Southwest,completed,540.95
181,799,2025-12-03,Retail,Southeast,completed,474.85
182,511,2025-12-31,Wholesale,Southwest,completed,85.85
183,1065,2025-01-07,Retail,Southeast,completed,913.25
184,512,2025-10-23,Ecommerce,Southeast,completed,182.3
185,1106,2025-06-16,Ecommerce,Northeast,completed,67.0
186,780,2025-12-12,Wholesale,Midwest,completed,517.7
187,1199,2025-10-15,Ecommerce,Midwest,completed,1001.0
188,138,2025-05-21,Ecommerce,Northeast,completed,377.05
189,913,2025-03-04,Ecommerce,West,completed,94.4
190,225,2025-08-27,Wholesale,Northeast,completed,346.0
191,822,2025-08-21,Wholesale,Southeast,completed,128.95
192,1040,2025-07-12,Ecommerce,Southwest,completed,206.2
193,524,2025-07-25,Retail,Southwest,completed,174.7
194,296,2025-05-17,Ecommerce,Northeast,completed,124.0
195,526,2025-12-15,Ecommerce,Northeast,completed,136.0
196,1194,2025-10-31,Ecommerce,West,completed,345.0
197,864,2025-12-28,Retail,Northeast,completed,110.0
198,289,2025-05-17,Retail,West,completed,66.0
199,888,2025-04-06,Ecommerce,Midwest,completed,94.0
200,268,2025-10-31,Retail,West,completed,118.0
201,1129,2025-10-19,Ecommerce,Southwest,completed,267.0
202,500,2025-05-03,Ecommerce,Northeast,completed,115.9
203,393,2025-01-01,Ecommerce,Southwest,completed,255.5
204,697,2025-11-29,Retail,Midwest,completed,221.0
205,375,2025-06-12,Ecommerce,Southwest,completed,496.15
206,519,2025-05-07,Ecommerce,Southwest,completed,496.4
207,740,2025-02-14,Wholesale,Southeast,completed,128.0
208,1191,2025-02-03,Ecommerce,Southeast,completed,156.2
209,426,2025-08-31,Retail,Midwest,completed,226.0
210,1034,2025-07-04,Ecommerce,Midwest,completed,357.0
211,486,2025-12-01,Ecommerce,Southeast,completed,477.15
212,658,2025-09-26,Ecommerce,Midwest,completed,632.8
213,12,2025-07-10,Ecommerce,Northeast,completed,509.0
214,875,2025-07-22,Ecommerce,West,completed,85.6
215,478,2025-09-06,Retail,Northeast,completed,308.8
216,48,2025-03-17,Retail,Southeast,completed,233.0
217,715,2025-05-12,Retail,Northeast,completed,416.0
218,558,2025-04-06,Retail,Northeast,completed,99.9
219,1181,2025-05-27,Ecommerce,Southeast,completed,102.0
220,558,2025-04-11,Ecommerce,Northeast,completed,454.2
221,891,2025-04-25,Ecommerce,Southwest,completed,134.9
222,301,2025-08-12,Ecommerce,Midwest,completed,702.55
223,831,2025-11-28,Ecommerce,Southeast,completed,346.0
224,25,2025-01-16,Ecommerce,West,completed,208.4
225,972,2025-02-16,Ecommerce,Northeast,completed,72.2
226,316,2025-01-22,Ecommerce,West,completed,300.85
227,71,2025-09-12,Ecommerce,West,completed,264.0
228,220,2025-01-28,Wholesale,Southeast,completed,628.4
229,743,2025-01-07,Ecommerce,West,completed,656.1
230,269,2025-11-25,Wholesale,Southwest,completed,338.95
231,253,2025-12-10,Retail,Southeast,completed,222.0
232,192,2025-09-10,Ecommerce,West,completed,346.0
233,1121,2025-04-05,Ecommerce,Southwest,completed,208.0
234,221,2025-03-03,Ecommerce,Northeast,completed,52.0
235,141,2025-02-19,Wholesale,Southeast,completed,125.0
236,323,2025-11-27,Retail,Southeast,completed,204.0
237,388,2025-05-18,Ecommerce,Midwest,completed,189.55
238,55,2025-02-21,Ecommerce,Southeast,completed,153.0
239,877,2025-02-22,Ecommerce,Midwest,completed,409.0
240,953,2025-01-06,Retail,West,completed,343.4
241,975,2025-09-08,Retail,Northeast,completed,134.4
242,1084,2025-10-08,Ecommerce,Southeast,completed,520.0
243,1081,2025-05-02,Ecommerce,Northeast,completed,824.0
244,251,2025-01-10,Retail,Northeast,completed,54.0
245,561,2025-05-28,Ecommerce,Midwest,completed,709.4
246,1002,2025-10-06,Retail,Midwest,completed,240.0
247,271,2025-07-31,Wholesale,West,completed,105.0
248,21,2025-06-27,Ecommerce,Southeast,completed,302.9
249,123,2025-10-11,Ecommerce,West,completed,132.1
250,154,2025-11-03,Ecommerce,Northeast,completed,167.2
251,269,2025-03-27,Ecommerce,Southwest,completed,1020.0
252,1065,2025-04-22,Retail,Southeast,completed,229.35
253,471,2025-06-10,Ecommerce,Southwest,completed,411.0
254,896,2025-12-26,Ecommerce,West,completed,711.6
255,344,2025-08-25,Ecommerce,West,completed,149.9
256,152,2025-02-07,Ecommerce,Northeast,completed,214.6
257,536,2025-05-08,Wholesale,Southeast,completed,217.9
258,842,2025-09-13,Ecommerce,Southwest,completed,445.8
259,126,2025-03-02,Ecommerce,Midwest,completed,648.0
260,581,2025-07-31,Retail,Southeast,completed,583.4
261,82,2025-01-07,Retail,Midwest,completed,577.0
262,469,2025-04-14,Ecommerce,West,completed,114.0
263,853,2025-08-22,Ecommerce,Southwest,completed,157.4
264,1130,2025-07-10,Ecommerce,West,completed,89.4
265,521,2025-10-04,Ecommerce,Midwest,completed,57.0
266,988,2025-03-26,Ecommerce,Southeast,completed,359.6
267,664,2025-03-09,Ecommerce,Southwest,completed,381.0
268,232,2025-05-24,Ecommerce,Southeast,completed,646.5
269,342,2025-03-11,Retail,Midwest,completed,207.45
270,1122,2025-08-17,Ecommerce,Midwest,completed,591.0
271,205,2025-09-14,Ecommerce,West,completed,182.0
272,582,2025-12-17,Ecommerce,Southeast,completed,220.0
273,1120,2025-03-26,Ecommerce,Southeast,completed,358.0
274,31,2025-06-01,Retail,West,completed,660.45
275,86,2025-06-09,Ecommerce,Southeast,completed,226.95
276,203,2025-02-10,Wholesale,Southeast,completed,134.0
277,599,2025-11-21,Wholesale,Southeast,completed,294.0
278,45,2025-12-11,Ecommerce,Northeast,completed,327.0
279,375,2025-02-17,Retail,Southwest,completed,110.0
280,1085,2025-03-15,Retail,Northeast,completed,244.0
281,218,2025-10-01,Wholesale,Southeast,completed,758.2
282,289,2025-06-27,Ecommerce,West,completed,198.0
283,210,2025-08-30,Ecommerce,Southeast,completed,83.3
284,946,2025-04-28,Ecommerce,Southeast,completed,101.0
285,242,2025-07-31,Ecommerce,West,completed,116.45
286,32,2025-05-08,Ecommerce,Midwest,completed,590.0
287,85,2025-02-09,Retail,Southwest,completed,111.0
288,290,2025-06-19,Retail,Southwest,completed,425.4
289,1182,2025-04-29,Ecommerce,Midwest,completed,66.0
290,98,2025-12-02,Retail,Southeast,completed,449.8
291,254,2025-10-04,Retail,Midwest,completed,145.8
292,1126,2025-06-23,Ecommerce,Midwest,completed,204.0
293,732,2025-03-04,Retail,West,completed,370.0
294,1187,2025-05-27,Retail,Southwest,completed,417.4
295,1044,2025-03-18,Retail,Northeast,completed,250.7
296,440,2025-11-19,Retail,Southeast,completed,310.35
297,185,2025-10-21,Wholesale,West,completed,120.0
298,949,2025-07-22,Wholesale,West,completed,385.0
299,342,2025-07-17,Retail,Midwest,completed,326.0
300,451,2025-07-26,Ecommerce,West,completed,345.0
301,55,2025-01-30,Ecommerce,Southeast,completed,246.2
302,197,2025-07-19,Retail,West,completed,721.7
303,696,2025-04-20,Retail,Southeast,completed,275.0
304,1072,2025-04-18,Ecommerce,Southwest,completed,286.2
305,614,2025-03-07,Ecommerce,Midwest,completed,45.9
306,481,2025-08-28,Wholesale,Midwest,completed,67.45
307,500,2025-07-24,Wholesale,Northeast,completed,180.0
308,890,2025-01-10,Retail,Northeast,completed,237.5
309,870,2025-05-30,Ecommerce,Midwest,completed,681.0
310,1113,2025-02-10,Retail,Northeast,completed,503.0
311,57,2025-09-14,Wholesale,West,completed,360.0
312,426,2025-07-03,Ecommerce,Midwest,completed,110.0
313,336,2025-04-22,Retail,Southwest,completed,202.0
314,129,2025-10-17,Ecommerce,Southwest,completed,294.0
315,183,2025-10-31,Retail,Northeast,completed,55.1
316,1010,2025-11-02,Wholesale,Southeast,completed,287.25
317,868,2025-11-24,Ecommerce,Midwest,completed,224.9
318,1055,2025-01-07,Retail,West,completed,817.9
319,151,2025-07-07,Ecommerce,Northeast,completed,906.15
320,200,2025-02-08,Ecommerce,Northeast,completed,102.0
321,815,2025-05-12,Retail,Southwest,completed,116.0
322,5,2025-10-01,Ecommerce,West,completed,365.65
323,756,2025-08-20,Ecommerce,Southeast,completed,180.0
324,40,2025-04-04,Ecommerce,West,completed,215.6
325,1025,2025-11-10,Ecommerce,Southeast,completed,1090.7
326,430,2025-10-16,Ecommerce,West,completed,324.0
327,985,2025-11-29,Ecommerce,Northeast,completed,406.3
328,119,2025-10-17,Retail,West,completed,694.0
329,17,2025-04-13,Ecommerce,West,completed,441.0
330,72,2025-11-06,Ecommerce,Midwest,completed,331.0
331,1102,2025-08-01,Retail,Southwest,completed,59.0
332,127,2025-10-10,Retail,Midwest,completed,577.6
333,429,2025-06-18,Ecommerce,Northeast,completed,169.0
334,808,2025-02-26,Retail,Southeast,completed,630.0
335,1073,2025-05-21,Ecommerce,Midwest,completed,570.7
336,329,2025-09-06,Ecommerce,West,completed,359.4
337,750,2025-05-19,Retail,Southwest,completed,48.0
338,191,2025-04-06,Ecommerce,Midwest,completed,103.0
339,28,2025-07-07,Ecommerce,Northeast,completed,471.0
340,588,2025-12-13,Wholesale,Northeast,completed,120.0
341,1055,2025-02-25,Ecommerce,West,completed,137.0
342,946,2025-04-10,Ecommerce,Southeast,completed,383.0
343,499,2025-01-14,Wholesale,Midwest,completed,57.0
344,844,2025-09-24,Retail,West,completed,230.0
345,908,2025-03-10,Ecommerce,West,completed,91.8
346,233,2025-03-31,Ecommerce,Midwest,completed,256.0
347,876,2025-02-02,Ecommerce,Midwest,completed,438.35
348,1188,2025-05-11,Ecommerce,Northeast,completed,107.0
349,382,2025-07-01,Ecommerce,Northeast,completed,120.0
350,990,2025-02-16,Ecommerce,Northeast,completed,100.7
351,1087,2025-02-02,Ecommerce,Southwest,completed,266.2
352,142,2025-06-29,Retail,Southwest,completed,231.2
353,681,2025-11-16,Ecommerce,Southwest,completed,527.0
354,1193,2025-07-16,Ecommerce,Northeast,completed,276.0
355,289,2025-09-23,Ecommerce,West,completed,207.0
356,505,2025-11-09,Retail,Northeast,completed,424.8
357,953,2025-03-16,Ecommerce,West,completed,125.0
358,22,2025-08-06,Ecommerce,West,completed,506.2
359,738,2025-08-16,Ecommerce,West,completed,300.0
360,130,2025-10-02,Retail,Southwest,completed,71.25
361,966,2025-04-21,Ecommerce,Southeast,completed,1074.0
362,997,2025-04-30,Retail,Southwest,completed,294.0
363,1082,2025-08-02,Ecommerce,Southeast,completed,153.0
364,943,2025-03-19,Retail,Southeast,completed,117.8
365,133,2025-04-06,Retail,West,completed,781.4
366,776,2025-10-11,Retail,Southeast,completed,67.0
367,1104,2025-10-02,Retail,Southeast,completed,646.65
368,1125,2025-07-22,Ecommerce,Southeast,completed,323.15
369,719,2025-12-09,Retail,West,completed,90.0
370,871,2025-02-23,Ecommerce,Midwest,completed,54.9
371,1115,2025-03-23,Retail,Midwest,completed,251.0
372,231,2025-08-07,Ecommerce,Northeast,completed,206.6
373,326,2025-07-24,Ecommerce,Southwest,completed,198.0
374,516,2025-01-25,Ecommerce,West,completed,276.0
375,807,2025-07-01,Ecommerce,Southwest,completed,571.0
376,642,2025-04-22,Retail,Midwest,completed,216.0
377,138,2025-02-23,Wholesale,Northeast,completed,509.0
378,514,2025-10-11,Ecommerce,Midwest,completed,73.15
379,56,2025-03-21,Ecommerce,Northeast,completed,215.0
380,1029,2025-04-21,Ecommerce,Southeast,completed,448.85
381,880,2025-11-14,Ecommerce,West,completed,313.0
382,186,2025-06-07,Ecommerce,Southeast,completed,577.5
383,1160,2025-09-01,Ecommerce,Northeast,completed,470.1
384,174,2025-05-08,Ecommerce,Midwest,completed,354.8
385,1180,2025-08-05,Wholesale,West,completed,176.65
386,452,2025-10-14,Retail,Midwest,completed,345.0
387,1054,2025-09-21,Retail,Southwest,completed,110.0
388,492,2025-08-14,Ecommerce,Midwest,completed,771.0
389,978,2025-06-23,Ecommerce,Midwest,completed,522.75
390,375,2025-07-14,Ecommerce,Southwest,completed,300.0
391,1100,2025-12-23,Ecommerce,West,completed,493.25
392,455,2025-05-14,Ecommerce,Northeast,completed,506.0
393,277,2025-01-14,Ecommerce,Southwest,completed,111.95
394,111,2025-09-12,Ecommerce,Northeast,completed,234.0
395,869,2025-02-25,Retail,Southeast,completed,584.3
396,1108,2025-06-27,Retail,Northeast,completed,61.2
397,31,2025-12-06,Ecommerce,West,completed,76.5
398,231,2025-05-26,Retail,Northeast,completed,57.8
399,495,2025-05-01,Ecommerce,Northeast,completed,166.0
400,524,2025-08-10,Ecommerce,Southwest,completed,115.0
401,258,2025-06-14,Ecommerce,Midwest,completed,835.45
402,337,2025-01-13,Retail,Midwest,completed,352.0
403,112,2025-02-21,Ecommerce,West,completed,79.0
404,868,2025-09-05,Retail,Midwest,completed,300.0
405,680,2025-10-17,Ecommerce,Northeast,completed,225.0
406,682,2025-04-08,Retail,Southwest,completed,232.0
407,1065,2025-01-13,Ecommerce,Southeast,completed,422.0
408,339,2025-05-22,Ecommerce,Southeast,completed,54.0
409,864,2025-03-04,Retail,Northeast,completed,261.5
410,835,2025-10-24,Ecommerce,Northeast,completed,426.0
411,611,2025-05-28,Ecommerce,Midwest,completed,503.3
412,482,2025-05-08,Retail,Southeast,completed,283.0
413,282,2025-01-13,Retail,Southwest,completed,57.0
414,506,2025-01-10,Retail,Southwest,completed,246.0
415,107,2025-12-10,Ecommerce,Midwest,completed,174.0
416,207,2025-09-04,Ecommerce,Midwest,completed,483.4
417,195,2025-09-24,Wholesale,Southwest,completed,251.0
418,758,2025-04-29,Retail,Southeast,completed,147.0
419,997,2025-03-19,Ecommerce,Southwest,completed,100.0
420,604,2025-04-21,Ecommerce,Northeast,completed,69.0
421,1174,2025-05-27,Wholesale,West,completed,516.0
422,148,2025-10-03,Wholesale,Southwest,completed,172.9
423,130,2025-02-12,Ecommerce,Southwest,completed,52.0
424,1110,2025-02-23,Ecommerce,Northeast,completed,145.0
425,920,2025-06-21,Wholesale,Midwest,completed,126.0
426,260,2025-01-11,Retail,Northeast,completed,567.75
427,812,2025-10-18,Wholesale,Midwest,completed,477.25
428,783,2025-09-08,Ecommerce,Northeast,completed,825.15
429,964,2025-10-07,Ecommerce,Midwest,completed,107.0
430,988,2025-10-15,Wholesale,Southeast,completed,129.0
431,382,2025-10-06,Ecommerce,Northeast,completed,118.0
432,968,2025-05-14,Retail,Southeast,completed,55.0
433,1163,2025-08-01,Retail,West,completed,283.7
434,702,2025-05-24,Ecommerce,Southwest,completed,107.35
435,601,2025-03-21,Ecommerce,Southwest,completed,680.1
436,1020,2025-10-04,Wholesale,Southeast,completed,116.0
437,264,2025-09-02,Ecommerce,West,completed,325.0
438,647,2025-06-28,Ecommerce,Northeast,completed,225.0
439,248,2025-02-08,Retail,Northeast,completed,726.25
440,1185,2025-05-15,Ecommerce,West,completed,296.5
441,961,2025-10-05,Ecommerce,Southeast,completed,101.0
442,557,2025-03-04,Wholesale,Midwest,completed,104.5
443,986,2025-02-16,Retail,Southeast,completed,45.0
444,566,2025-09-05,Ecommerce,Northeast,completed,263.0
445,398,2025-12-24,Ecommerce,Midwest,completed,369.0
446,519,2025-06-03,Ecommerce,Southwest,completed,318.0
447,658,2025-11-05,Retail,Midwest,completed,55.0
448,1082,2025-07-30,Ecommerce,Southeast,completed,396.0
449,984,2025-01-24,Ecommerce,Northeast,completed,495.25
450,804,2025-08-10,Ecommerce,Northeast,completed,302.1
451,651,2025-05-29,Retail,Southeast,completed,655.1
452,1194,2025-03-21,Wholesale,West,completed,103.0
453,113,2025-11-08,Ecommerce,Northeast,completed,193.95
454,761,2025-11-20,Retail,West,completed,300.0
455,691,2025-05-31,Ecommerce,Southeast,completed,710.05
456,308,2025-09-01,Retail,West,completed,318.0
457,905,2025-10-04,Ecommerce,Midwest,completed,246.0
458,143,2025-04-01,Wholesale,Southwest,completed,266.0
459,723,2025-06-08,Ecommerce,Northeast,completed,556.0
460,690,2025-11-01,Ecommerce,Southwest,completed,821.25
461,520,2025-04-10,Ecommerce,Northeast,completed,306.8
462,1158,2025-09-17,Ecommerce,West,completed,258.0
463,78,2025-05-18,Wholesale,Southeast,completed,93.6
464,723,2025-09-01,Ecommerce,Northeast,completed,212.0
465,617,2025-10-10,Wholesale,Southeast,completed,415.0
466,275,2025-12-23,Ecommerce,Midwest,completed,591.0
467,1194,2025-04-16,Ecommerce,West,completed,685.2
468,629,2025-04-03,Retail,Northeast,completed,105.4
469,44,2025-08-08,Wholesale,West,completed,345.0
470,83,2025-01-30,Ecommerce,Midwest,completed,742.6
471,205,2025-03-21,Ecommerce,West,completed,238.0
472,909,2025-03-09,Retail,Northeast,completed,59.0
473,318,2025-02-18,Retail,Southwest,completed,110.5
474,707,2025-11-19,Ecommerce,Northeast,completed,265.2
475,835,2025-11-05,Ecommerce,Northeast,completed,480.0
476,1108,2025-01-31,Retail,Northeast,completed,119.0
477,1045,2025-07-01,Ecommerce,Northeast,completed,1443.2
478,689,2025-06-11,Ecommerce,Northeast,completed,202.0
479,1016,2025-11-24,Ecommerce,Southeast,completed,152.3
480,995,2025-02-07,Ecommerce,Northeast,completed,230.0
481,1064,2025-03-04,Retail,Northeast,completed,210.0
482,1130,2025-08-27,Ecommerce,West,completed,288.0
483,799,2025-01-09,Ecommerce,Southeast,completed,385.0
484,373,2025-09-07,Ecommerce,West,completed,238.1
485,279,2025-12-28,Retail,Southwest,completed,538.0
486,826,2025-11-30,Retail,Southwest,completed,521.2
